Invoice_ID,Date,Supplier,Category,Country,Department,Invoice_Description,Amount,Payment_Terms,On_Time_Delivery,Defect_Rate_Pct,Lead_Time_Days,Risk_Score,Risk_Level,Contract_Value,Contract_Expiry_Date
182,2024-10-18,SkyLog Partners,Logistics,USA,HR,Warehouse storage monthly fee,230415,Net 60,Yes,7.8,43,26,Low,756535,2027-05-31
183,2023-10-29,RapidRoute LLC,Logistics,Canada,Manufacturing,Fleet maintenance services,316525,Net 60,Yes,4.4,5,23,Low,2317951,2026-06-22
184,2023-04-19,MetalMax Co.,Raw Materials,China,Marketing,Aluminum sheets order,472577,Net 45,No,7.8,24,70,Critical,922484,2027-04-23
185,2024-11-05,DeskPro Inc.,Office Supplies,China,Operations,Office furniture purchase,268077,2/10 Net 30,Yes,4.3,38,41,Medium,746977,2026-10-24
186,2024-02-18,GlobalTech Systems,IT,China,IT,Software license renewal,31336,Net 60,Yes,2.8,23,91,Critical,1307953,2027-01-08
187,2024-10-26,StratEdge Ltd.,Consulting,UK,Legal,Financial consulting services,6736,Net 90,Yes,4.8,43,19,Low,4070092,2027-01-13
188,2023-05-09,BrandCore Ltd.,Marketing,UK,Procurement,Content creation services,123880,Net 30,Yes,4.1,18,20,Low,1613751,2026-08-21
189,2024-05-08,LegalEdge LLP,Legal,USA,Marketing,Regulatory filing fees,193960,Net 60,Yes,3.1,23,13,Low,2827090,2026-08-24
190,2024-11-24,GlobalTech Systems,IT,China,Manufacturing,SaaS platform subscription,123790,2/10 Net 30,Yes,1.4,40,87,Critical,1583822,2027-01-24
191,2024-10-22,BuildRight Co.,Facilities,UK,Procurement,Parking management fees,420121,Net 60,No,2.3,20,22,Low,4999580,2026-09-16
192,2023-01-18,JurisCore Co.,Legal,Germany,Operations,Litigation support services,72954,Net 90,No,0.2,10,20,Low,4496190,2027-04-06
193,2023-07-26,AdvisoryCore Co.,Consulting,Singapore,Sales,Operations improvement project,213966,Net 60,Yes,2.7,34,17,Low,3266831,2027-05-07
194,2023-04-29,BrandCore Ltd.,Marketing,UK,Operations,SEO optimization services,238488,Net 45,Yes,3.6,37,23,Low,4138096,2027-02-10
195,2023-04-26,MediaPulse Inc.,Marketing,Australia,Operations,Social media management,403411,Net 30,Yes,4.1,13,15,Low,1715075,2027-01-20
196,2023-10-12,CloudBase Inc.,IT,USA,IT,Cloud server hosting monthly fee,121906,Net 90,Yes,3.9,42,38,Medium,115444,2027-04-25
197,2023-12-08,SwiftCargo Inc.,Logistics,UAE,Sales,Express courier services,286371,Net 90,Yes,2.2,2,61,High,531206,2026-09-12
198,2024-04-21,TravelEase Inc.,Travel,USA,Sales,Business class flights booking,421688,Net 90,No,0.6,19,21,Low,3049119,2026-07-07
199,2024-01-24,GlobalMove Co.,Logistics,Netherlands,Finance,Express courier services,6003,2/10 Net 30,Yes,1.8,14,36,Low,1545391,2026-07-09
200,2024-01-23,SkyLog Partners,Logistics,USA,Marketing,Port handling charges,175980,Net 45,No,0.7,14,21,Low,422614,2026-10-19
201,2023-03-26,ConsultPro Inc.,Consulting,USA,Sales,Business process review,356772,2/10 Net 30,No,4.4,34,19,Low,1770143,2027-01-20
202,2024-02-27,AdMax Agency,Marketing,USA,Marketing,Digital advertising campaign,192460,Net 45,Yes,7.8,35,19,Low,1200127,2027-01-15
203,2023-07-23,SteelCore Inc.,Raw Materials,Brazil,Operations,Aluminum sheets order,434848,Net 30,Yes,1.2,6,47,Medium,3237069,2026-10-09
204,2024-12-01,EnergyPrime Ltd.,Energy,UAE,Operations,Gas supply quarterly,410091,Net 45,Yes,1.3,15,47,Medium,4330576,2027-03-30
205,2024-09-21,CleanSpace Services,Facilities,USA,Finance,HVAC system repair,452221,2/10 Net 30,Yes,2.6,24,18,Low,1098938,2027-01-21
206,2024-04-14,JurisCore Co.,Legal,Germany,Sales,Corporate governance advisory,349680,Net 45,Yes,0.3,26,25,Low,3795496,2026-12-07
207,2023-09-21,LegalEdge LLP,Legal,USA,Manufacturing,Patent filing fees,101708,Net 30,No,3.5,33,14,Low,3842466,2026-09-14
208,2024-09-02,PharmaCare Ltd.,Healthcare,Switzerland,Sales,Medical equipment lease,338940,Net 45,Yes,4.9,22,33,Low,4342004,2026-12-29
209,2023-07-13,StratEdge Ltd.,Consulting,UK,Marketing,Operations improvement project,267335,Net 45,Yes,1.7,40,17,Low,2700062,2026-07-25
210,2024-06-10,GlobalMove Co.,Logistics,Netherlands,Legal,Last mile delivery services,83041,Net 30,No,3.6,34,31,Low,661332,2027-03-30
211,2023-11-05,AdvisoryCore Co.,Consulting,Singapore,Sales,HR transformation project,269397,Net 30,Yes,1.8,4,17,Low,732977,2026-11-29
212,2023-06-27,StratEdge Ltd.,Consulting,UK,Legal,Change management advisory,430190,Net 90,Yes,2.2,40,14,Low,1881702,2027-03-09
213,2023-10-24,JurisCore Co.,Legal,Germany,Finance,Contract review services,440209,2/10 Net 30,Yes,6.1,9,26,Low,1003174,2027-01-09
214,2024-04-27,MedCore Solutions,Healthcare,India,IT,Occupational health services,208908,Net 45,No,6.0,10,48,Medium,762519,2027-02-07
215,2023-06-21,LawBridge Inc.,Legal,Singapore,Procurement,Trademark registration,334189,Net 30,Yes,3.0,8,24,Low,2746895,2026-08-10
216,2024-07-15,CompliancePro Ltd.,Legal,UK,Marketing,Patent filing fees,358666,Net 90,No,5.7,44,18,Low,4263150,2027-05-10
217,2023-06-20,FastFreight Co.,Logistics,Mexico,Marketing,Warehouse storage monthly fee,398631,Net 60,Yes,2.2,14,66,High,3438560,2027-01-11
218,2023-02-20,CreativeHub Co.,Marketing,Canada,Engineering,Brand design services,184825,2/10 Net 30,Yes,0.6,41,16,Low,4702091,2026-08-31
219,2024-03-25,MediaPulse Inc.,Marketing,Australia,Manufacturing,Brand design services,235431,2/10 Net 30,Yes,0.3,3,19,Low,4588174,2027-05-05
220,2023-10-04,MediaPulse Inc.,Marketing,Australia,Marketing,Market research report,458544,Net 60,No,4.3,35,13,Low,1729251,2026-08-03
221,2024-05-01,HealthBridge Inc.,Healthcare,Germany,Procurement,Lab testing services,199269,2/10 Net 30,No,1.6,27,27,Low,3198298,2027-01-28
222,2023-05-20,GlobalMove Co.,Logistics,Netherlands,Operations,Cross border shipping charges,139094,Net 60,Yes,5.5,3,31,Low,1279515,2027-02-06
223,2024-10-21,SupplyBase Co.,Office Supplies,India,Engineering,Printer cartridge order,468916,Net 90,No,5.5,20,34,Low,4235616,2026-10-16
224,2023-02-11,PrintCore Ltd.,Office Supplies,Germany,Manufacturing,Office furniture purchase,293237,Net 90,No,6.7,3,16,Low,3521513,2027-03-11
225,2023-09-26,CreativeHub Co.,Marketing,Canada,Marketing,SEO optimization services,354780,Net 30,Yes,3.4,42,13,Low,3828094,2026-09-01
226,2023-01-16,OfficePlus Ltd.,Office Supplies,USA,Engineering,Printer paper bulk order,272724,Net 30,Yes,3.6,23,6,Low,1888493,2026-08-17
227,2024-05-22,EnergyPrime Ltd.,Energy,UAE,Legal,Power backup services,142699,2/10 Net 30,Yes,1.4,40,51,Medium,2050212,2027-01-27
228,2024-05-13,MediSupply Co.,Healthcare,USA,IT,First aid kit restocking,102397,Net 45,Yes,7.2,41,19,Low,2751786,2027-04-18
229,2024-04-14,StratEdge Ltd.,Consulting,UK,Sales,Business process review,452351,2/10 Net 30,Yes,1.6,21,22,Low,176116,2026-06-08
230,2024-10-31,MetalWorks Ltd.,Raw Materials,Russia,Sales,Carbon fiber materials,247331,Net 30,Yes,3.3,10,67,High,3327394,2027-02-08
231,2024-03-19,HealthBridge Inc.,Healthcare,Germany,Finance,Employee health screening,173933,Net 30,Yes,3.9,35,31,Low,2527224,2026-09-13
232,2024-05-13,PharmaCare Ltd.,Healthcare,Switzerland,Finance,Employee health screening,33884,2/10 Net 30,No,3.2,22,30,Low,1796995,2027-01-30
233,2023-06-16,PowerGen Ltd.,Energy,Norway,HR,Electricity supply monthly bill,499972,Net 30,Yes,4.7,4,28,Low,4229190,2027-01-12
234,2024-12-01,AdvisoryCore Co.,Consulting,Singapore,Legal,Business process review,96231,2/10 Net 30,Yes,7.1,43,25,Low,3034219,2026-10-16
235,2024-09-12,EnergyPrime Ltd.,Energy,UAE,Legal,Gas supply quarterly,333817,Net 60,Yes,7.3,5,48,Medium,4090190,2026-07-18
236,2023-01-23,SkyLog Partners,Logistics,USA,Engineering,Cross border shipping charges,211318,Net 90,Yes,6.7,43,22,Low,2541275,2027-02-26
237,2023-03-29,FastFreight Co.,Logistics,Mexico,Procurement,Cross border shipping charges,223505,2/10 Net 30,Yes,1.3,26,67,High,3533253,2026-10-31
238,2023-02-17,SkyLog Partners,Logistics,USA,Procurement,Port handling charges,286771,Net 90,No,0.2,33,21,Low,1434887,2026-06-26
239,2024-02-25,SkyHost Pro,IT,Ireland,IT,Software license renewal,297412,Net 60,No,0.4,36,25,Low,1849481,2027-01-13
240,2023-04-26,OfficePlus Ltd.,Office Supplies,USA,Legal,Coffee machine supplies,29386,Net 30,No,1.2,35,7,Low,2365294,2027-02-05
241,2023-08-12,FlightPro Ltd.,Travel,UAE,IT,Hotel accommodation corporate,469213,Net 60,Yes,6.7,8,43,Medium,1340367,2027-05-02
242,2024-11-04,TravelEase Inc.,Travel,USA,Procurement,Per diem expenses,30238,Net 60,No,1.1,17,20,Low,869206,2026-11-19
243,2024-09-14,OceanShip Ltd.,Logistics,Singapore,HR,Cross border shipping charges,180372,2/10 Net 30,Yes,0.5,41,58,High,756841,2026-11-21
244,2023-09-08,SkyHost Pro,IT,Ireland,Sales,Cloud server hosting monthly fee,51013,Net 60,No,6.8,30,25,Low,3117150,2026-10-28
245,2023-08-30,InsightBridge LLC,Consulting,Australia,Engineering,Change management advisory,416626,Net 45,No,3.8,25,15,Low,2293163,2027-03-16
246,2024-02-21,BuildRight Co.,Facilities,UK,Legal,Pest control quarterly,250408,2/10 Net 30,Yes,6.0,41,16,Low,1707694,2027-04-24
247,2024-05-14,SteelCore Inc.,Raw Materials,Brazil,Engineering,Steel rods bulk purchase,68000,Net 60,No,7.4,11,51,Medium,1144335,2027-02-07
248,2023-12-27,InsightBridge LLC,Consulting,Australia,Engineering,Supply chain consulting,14741,Net 60,No,6.0,45,21,Low,1341858,2027-05-31
249,2024-10-24,SpaceWorks Inc.,Facilities,Australia,Procurement,HVAC system repair,15484,Net 60,Yes,6.0,18,8,Low,2368736,2026-11-27
250,2023-02-08,StratEdge Ltd.,Consulting,UK,Sales,Financial consulting services,489737,Net 30,Yes,3.7,27,16,Low,2225992,2026-10-06
251,2023-11-06,BrandCore Ltd.,Marketing,UK,Sales,Brand design services,288237,2/10 Net 30,Yes,2.3,5,17,Low,1458807,2027-01-30
252,2024-12-26,MediaPulse Inc.,Marketing,Australia,Operations,Social media management,243448,Net 60,Yes,1.6,42,15,Low,3460829,2027-04-09
253,2023-08-27,DataCore Solutions,IT,India,Sales,SaaS platform subscription,404619,Net 90,No,2.8,45,34,Medium,1587171,2026-12-01
254,2023-08-12,PrimeParts Mfg.,Raw Materials,India,Operations,Plastic components supply,69145,2/10 Net 30,Yes,8.0,17,16,Low,3744375,2026-10-24
255,2024-12-23,SkyLog Partners,Logistics,USA,HR,International freight forwarding,88086,Net 30,Yes,7.2,22,24,Low,4810970,2026-09-27
256,2024-09-14,SkyLog Partners,Logistics,USA,Operations,Cold chain logistics,231974,Net 45,Yes,1.7,22,25,Low,2658384,2027-05-22
257,2024-04-13,SkyLog Partners,Logistics,USA,IT,Cross border shipping charges,310232,Net 60,Yes,5.6,12,23,Low,1311718,2026-11-10
258,2023-06-14,EnergyPrime Ltd.,Energy,UAE,Legal,Gas supply quarterly,60734,Net 90,Yes,4.5,35,51,Medium,1011281,2027-03-30
259,2023-11-10,TravelEase Inc.,Travel,USA,Procurement,Business class flights booking,218909,Net 45,No,4.7,15,21,Low,4751420,2027-03-27
260,2024-03-13,RapidRoute LLC,Logistics,Canada,Legal,Fleet maintenance services,433901,Net 30,No,0.6,7,23,Low,4794468,2026-11-24
261,2023-03-29,NetSphere Ltd.,IT,Germany,Procurement,Cloud server hosting monthly fee,62428,Net 45,No,1.8,7,29,Low,1837894,2026-11-29
262,2024-02-27,AdMax Agency,Marketing,USA,Marketing,Brand design services,73185,Net 90,No,5.0,10,17,Low,3145441,2026-12-08
263,2023-04-18,CleanSpace Services,Facilities,USA,Marketing,Security services monthly,434352,Net 45,Yes,0.4,41,15,Low,1708506,2026-07-19
264,2023-06-30,FlightPro Ltd.,Travel,UAE,Procurement,Visa processing fees,150726,Net 45,Yes,2.1,9,49,Medium,3689359,2026-10-04
265,2024-02-24,CleanSpace Services,Facilities,USA,Manufacturing,Elevator maintenance,121893,Net 45,Yes,1.8,41,17,Low,531249,2026-06-02
266,2024-02-26,PrimeParts Mfg.,Raw Materials,India,Marketing,Aluminum sheets order,266629,Net 60,Yes,1.4,3,22,Low,4805755,2026-07-28
267,2023-11-21,SolarMax Inc.,Energy,USA,Manufacturing,Wind turbine maintenance,290645,2/10 Net 30,Yes,6.4,10,13,Low,1310854,2026-07-28
268,2023-03-29,TravelEase Inc.,Travel,USA,Manufacturing,Hotel accommodation corporate,21775,Net 30,Yes,6.8,38,20,Low,1990374,2026-06-28
269,2024-10-08,ByteWave Technologies,IT,USA,Finance,Data storage solution,55509,Net 30,Yes,4.1,20,13,Low,2127379,2027-02-18
270,2024-04-03,HealthBridge Inc.,Healthcare,Germany,Finance,Occupational health services,286341,2/10 Net 30,Yes,4.4,33,29,Low,3132876,2027-02-18
271,2024-01-19,FacilityPro Ltd.,Facilities,Canada,Manufacturing,Security services monthly,357596,Net 45,Yes,3.8,11,17,Low,1691121,2026-10-28
272,2024-01-01,GlobalMove Co.,Logistics,Netherlands,Marketing,Cold chain logistics,209518,Net 30,Yes,5.5,19,31,Low,429181,2027-06-04
273,2024-01-24,SolarMax Inc.,Energy,USA,Engineering,Power backup services,271332,Net 45,No,1.9,32,17,Low,4709654,2027-05-04
274,2023-10-24,MediSupply Co.,Healthcare,USA,HR,Pharmacy supplies order,238589,Net 30,No,1.7,25,18,Low,112222,2026-06-28
275,2024-03-27,CreativeHub Co.,Marketing,Canada,Operations,PR agency monthly retainer,213719,Net 60,Yes,2.0,23,14,Low,4187785,2027-04-28
276,2024-01-16,SupplyBase Co.,Office Supplies,India,Manufacturing,Stationery monthly supply,269019,2/10 Net 30,Yes,6.9,29,31,Low,4375676,2026-11-09
277,2023-03-16,PrintCore Ltd.,Office Supplies,Germany,Legal,Office furniture purchase,399392,Net 30,Yes,5.4,3,21,Low,494871,2026-10-02
278,2024-02-07,SwiftCargo Inc.,Logistics,UAE,Sales,Fleet maintenance services,381377,Net 60,Yes,5.3,26,57,High,2220531,2026-12-02
279,2023-02-15,SupplyBase Co.,Office Supplies,India,Engineering,Whiteboard and markers,422009,Net 30,Yes,2.3,36,33,Low,2137638,2026-08-29
280,2024-09-09,SpaceWorks Inc.,Facilities,Australia,Procurement,Security services monthly,372061,2/10 Net 30,No,7.9,39,7,Low,296813,2027-03-25
281,2023-10-18,RapidRoute LLC,Logistics,Canada,IT,Warehouse storage monthly fee,206418,Net 45,Yes,5.0,32,27,Low,4762499,2027-03-11
282,2023-11-17,LawBridge Inc.,Legal,Singapore,Engineering,Patent filing fees,444548,Net 45,Yes,5.2,27,29,Low,4028440,2027-05-12
283,2023-11-28,EnergyPrime Ltd.,Energy,UAE,Manufacturing,Wind turbine maintenance,173431,Net 60,No,3.6,41,55,Medium,4295920,2027-01-27
284,2024-04-28,PharmaCare Ltd.,Healthcare,Switzerland,Manufacturing,PPE equipment bulk purchase,470557,Net 45,Yes,1.4,4,27,Low,2629944,2026-08-21
285,2023-12-12,LegalEdge LLP,Legal,USA,Procurement,Trademark registration,68313,Net 45,No,1.3,37,13,Low,3179587,2026-12-30
286,2023-06-18,SpaceWorks Inc.,Facilities,Australia,Operations,Security services monthly,116868,Net 90,Yes,3.8,18,13,Low,4020648,2026-09-03
287,2023-08-17,OfficePlus Ltd.,Office Supplies,USA,Operations,Whiteboard and markers,109696,Net 30,No,8.0,32,10,Low,807033,2026-12-24
288,2023-01-08,CleanSpace Services,Facilities,USA,Marketing,Parking management fees,317565,Net 45,No,0.9,43,10,Low,1583315,2027-03-23
289,2023-03-18,MediaPulse Inc.,Marketing,Australia,IT,Event management services,226600,Net 30,Yes,0.2,16,18,Low,1059028,2026-09-13
290,2023-09-19,JurisCore Co.,Legal,Germany,HR,Regulatory filing fees,269695,Net 90,Yes,4.0,21,23,Low,4963652,2026-12-23
291,2023-10-02,CloudBase Inc.,IT,USA,Procurement,SaaS platform subscription,47663,Net 30,No,7.6,44,43,Medium,939356,2026-07-15
292,2024-12-09,BrandCore Ltd.,Marketing,UK,Legal,Digital advertising campaign,128470,Net 90,Yes,5.1,11,19,Low,3170034,2026-08-25
293,2024-10-31,GlobalMove Co.,Logistics,Netherlands,Marketing,Cold chain logistics,261620,Net 60,No,1.7,38,28,Low,3977405,2026-11-11
294,2024-05-19,AlloyCraft Ltd.,Raw Materials,South Korea,Marketing,Copper wire batch delivery,398050,Net 45,Yes,1.9,28,40,Medium,734100,2027-05-11
295,2024-01-27,AdvisoryCore Co.,Consulting,Singapore,Marketing,Operations improvement project,204500,Net 30,No,7.0,19,25,Low,1290678,2026-12-18
296,2024-12-13,SteelCore Inc.,Raw Materials,Brazil,Legal,Copper wire batch delivery,331955,Net 30,No,5.4,26,46,Medium,2245119,2026-07-12
297,2024-01-20,SpaceWorks Inc.,Facilities,Australia,HR,Waste disposal services,496892,Net 60,Yes,7.3,29,10,Low,2490079,2027-02-19
298,2023-04-14,LegalEdge LLP,Legal,USA,Manufacturing,Trademark registration,451124,Net 60,Yes,4.3,30,17,Low,1928951,2026-06-12
299,2023-09-04,NetSphere Ltd.,IT,Germany,Procurement,Network equipment purchase,6474,2/10 Net 30,Yes,8.0,43,22,Low,4580675,2027-03-06
300,2024-02-04,CleanSpace Services,Facilities,USA,IT,Office cleaning monthly contract,235081,Net 60,Yes,4.9,3,13,Low,2568387,2026-12-12
301,2024-07-07,BuildRight Co.,Facilities,UK,HR,Parking management fees,44114,Net 30,Yes,7.6,21,25,Low,2572442,2026-06-07
302,2024-10-22,SupplyBase Co.,Office Supplies,India,Marketing,Printer cartridge order,205223,Net 45,Yes,6.4,30,32,Low,2577879,2026-08-25
303,2024-04-27,MetalWorks Ltd.,Raw Materials,Russia,Marketing,Aluminum sheets order,456305,2/10 Net 30,Yes,5.8,17,62,High,2752615,2026-11-09
304,2024-05-25,CleanSpace Services,Facilities,USA,Manufacturing,HVAC system repair,357261,Net 30,No,4.5,35,14,Low,4979169,2026-06-30
305,2023-01-04,CreativeHub Co.,Marketing,Canada,Procurement,Digital advertising campaign,135901,Net 45,No,0.5,45,17,Low,3688888,2026-09-02
306,2023-01-29,CreativeHub Co.,Marketing,Canada,HR,PR agency monthly retainer,346671,Net 30,Yes,0.2,7,14,Low,1991377,2026-11-10
307,2023-11-06,PowerGen Ltd.,Energy,Norway,Marketing,Solar panel maintenance,255881,Net 60,No,1.4,28,20,Low,2576842,2027-02-16
308,2024-10-19,LawBridge Inc.,Legal,Singapore,Operations,Regulatory filing fees,204658,Net 60,Yes,3.0,22,29,Low,1752563,2026-09-29
309,2023-12-20,PharmaCare Ltd.,Healthcare,Switzerland,Legal,Employee health screening,400237,Net 90,No,5.1,41,29,Low,4699818,2026-12-11
310,2024-10-26,MediSupply Co.,Healthcare,USA,Sales,Medical equipment lease,400552,Net 60,Yes,2.0,10,17,Low,3843818,2027-03-01
311,2023-05-17,PowerGen Ltd.,Energy,Norway,Marketing,Generator fuel supply,304881,Net 90,Yes,0.5,15,25,Low,2154596,2027-01-02
312,2023-03-07,GlobalMove Co.,Logistics,Netherlands,Marketing,International freight forwarding,462048,Net 45,Yes,6.2,7,27,Low,1227512,2026-09-22
313,2024-08-04,SpaceWorks Inc.,Facilities,Australia,Finance,Security services monthly,111466,Net 60,No,7.7,20,7,Low,2743847,2026-12-28
314,2023-12-31,LawBridge Inc.,Legal,Singapore,Operations,Trademark registration,227748,Net 90,No,5.3,37,25,Low,3139218,2027-05-30
315,2023-06-28,ConsultPro Inc.,Consulting,USA,HR,Strategy consulting project,239200,Net 60,Yes,5.7,26,20,Low,1810448,2027-05-16
316,2023-04-04,GreenWatt Co.,Energy,Denmark,Sales,Wind turbine maintenance,209033,Net 30,No,7.5,27,16,Low,789923,2026-05-10
317,2024-09-16,SteelCore Inc.,Raw Materials,Brazil,Marketing,Carbon fiber materials,61434,2/10 Net 30,Yes,6.0,29,50,Medium,3595699,2027-03-10
318,2024-11-09,StratEdge Ltd.,Consulting,UK,Procurement,Digital transformation advisory,34294,2/10 Net 30,Yes,3.0,39,17,Low,3064072,2027-01-08
319,2023-09-16,DeskPro Inc.,Office Supplies,China,Sales,Office furniture purchase,111634,Net 60,No,6.6,21,38,Medium,1960025,2026-12-01
320,2023-05-18,LegalEdge LLP,Legal,USA,Legal,Compliance audit fees,26519,Net 30,Yes,5.7,40,16,Low,1289832,2026-05-11
321,2023-07-21,PrimeParts Mfg.,Raw Materials,India,IT,Chemical compounds order,338054,Net 90,Yes,4.4,35,18,Low,214202,2026-05-30
322,2023-07-16,PowerGen Ltd.,Energy,Norway,Operations,Power backup services,305736,Net 60,Yes,2.8,4,23,Low,1314528,2026-05-09
323,2023-03-31,SkyHost Pro,IT,Ireland,HR,Cybersecurity audit services,282350,Net 90,Yes,6.8,25,20,Low,798829,2026-08-21
324,2023-03-06,MediSupply Co.,Healthcare,USA,Manufacturing,Medical equipment lease,263943,Net 90,No,4.0,31,18,Low,870724,2027-02-06
325,2023-09-30,StratEdge Ltd.,Consulting,UK,Finance,Operations improvement project,142452,Net 90,Yes,1.5,21,14,Low,4242821,2027-02-07
326,2024-07-19,SwiftCargo Inc.,Logistics,UAE,Finance,Warehouse storage monthly fee,127105,2/10 Net 30,No,2.2,36,57,High,4764141,2026-09-01
327,2023-01-16,CreativeHub Co.,Marketing,Canada,HR,Brand design services,494712,Net 60,Yes,2.7,10,20,Low,4714693,2026-07-08
328,2024-12-03,CreativeHub Co.,Marketing,Canada,Legal,Social media management,286949,Net 45,No,1.2,45,18,Low,4913030,2026-09-10
329,2024-07-15,EnergyPrime Ltd.,Energy,UAE,Procurement,Energy audit services,264743,Net 90,Yes,5.1,3,50,Medium,4683704,2026-08-04
330,2023-12-03,PowerGen Ltd.,Energy,Norway,Engineering,Utility management fees,74858,2/10 Net 30,No,4.3,36,29,Low,873166,2026-09-14
331,2023-06-10,TripCore Inc.,Travel,India,HR,Car rental services,493551,Net 90,Yes,6.6,17,39,Medium,3568062,2026-05-21
332,2023-03-13,DeskPro Inc.,Office Supplies,China,Engineering,Desk equipment purchase,405288,Net 30,No,1.0,17,35,Medium,2427937,2026-07-23
333,2024-04-15,CompliancePro Ltd.,Legal,UK,Manufacturing,Trademark registration,325845,Net 90,Yes,2.0,26,10,Low,818145,2027-02-25
334,2024-02-09,StratEdge Ltd.,Consulting,UK,Operations,Operations improvement project,97966,Net 60,No,6.6,6,20,Low,134940,2027-03-04
335,2024-07-23,CleanSpace Services,Facilities,USA,Engineering,Security services monthly,153878,Net 30,Yes,1.7,29,10,Low,2028883,2026-07-26
336,2023-07-31,BrandCore Ltd.,Marketing,UK,Finance,Event management services,188201,2/10 Net 30,Yes,7.0,31,26,Low,183539,2026-07-17
